,experiment_id,study_id,experiment_type,experiment_type_id,experiment_control,source_id,reference_source,comments
2310,,SDY2345,vaccination experiment,,1,,,
2311,,SDY2345,vaccination experiment,,1,,,
2312,,SDY2346,vaccination experiment,,1,,,
2313,,SDY2320,vaccination experiment,,1,,,
2314,,SDY2320,vaccination experiment,,1,,,
2315,,SDY2347,vaccination experiment,,1,,,
2316,,SDY2347,vaccination experiment,,1,,,
2317,,SDY2348,vaccination experiment,,1,,,
2318,,SDY2348,vaccination experiment,,1,,,
2319,,SDY2348,vaccination experiment,,1,,,
2320,,SDY2348,vaccination experiment,,1,,,
2321,,SDY2348,vaccination experiment,,1,,,
2322,,SDY2349,vaccination experiment,,1,,,
2323,,SDY2350,vaccination experiment,,1,,,
2324,,SDY2350,vaccination experiment,,1,,,
2325,,SDY2350,vaccination experiment,,1,,,
2326,,SDY2351,vaccination experiment,,1,,,
2327,,SDY2351,vaccination experiment,,1,,,
2328,,SDY2352,vaccination experiment,,1,,,
2329,,SDY2352,vaccination experiment,,1,,,
2330,,SDY2352,vaccination experiment,,1,,,
2331,,SDY2353,vaccination experiment,,1,,,
2332,,SDY2353,vaccination experiment,,1,,,
2333,,SDY2353,vaccination experiment,,1,,,
2334,,SDY2353,vaccination experiment,,1,,,
2335,,SDY2353,vaccination experiment,,1,,,
2336,,SDY2353,vaccination experiment,,1,,,
2337,,SDY2353,vaccination experiment,,1,,,
2338,,SDY2354,vaccination experiment,,1,,,
2339,,SDY2354,vaccination experiment,,1,,,
2340,,SDY2354,vaccination experiment,,1,,,
2341,,SDY2354,vaccination experiment,,1,,,
2342,,SDY2354,vaccination experiment,,1,,,
2343,,SDY2354,vaccination experiment,,1,,,
2344,,SDY2354,vaccination experiment,,1,,,
2345,,SDY2354,vaccination experiment,,1,,,
2346,,SDY2354,vaccination experiment,,1,,,
2347,,SDY2354,vaccination experiment,,1,,,
2348,,SDY2354,vaccination experiment,,1,,,
2349,,SDY2354,vaccination experiment,,1,,,
2350,,SDY2354,vaccination experiment,,1,,,
2351,,SDY2354,vaccination experiment,,1,,,
2352,,SDY2354,vaccination experiment,,1,,,
2353,,SDY2354,vaccination experiment,,1,,,
2354,,SDY2354,vaccination experiment,,1,,,
2355,,SDY2355,vaccination experiment,,1,,,
2356,,SDY2355,vaccination experiment,,1,,,
2357,,SDY2355,vaccination experiment,,1,,,
2358,,SDY2355,vaccination experiment,,1,,,
2359,,SDY2355,vaccination experiment,,1,,,
2360,,SDY2355,vaccination experiment,,1,,,
2361,,SDY2355,vaccination experiment,,1,,,
2362,,SDY2357,vaccination experiment,,1,,,
2363,,SDY2357,vaccination experiment,,1,,,
2364,,SDY2357,vaccination experiment,,1,,,
2365,,SDY2357,vaccination experiment,,1,,,
2366,,SDY2357,vaccination experiment,,1,,,
2367,,SDY2357,vaccination experiment,,1,,,
2368,,SDY2357,vaccination experiment,,1,,,
2369,,SDY2357,vaccination experiment,,1,,,
2370,,SDY2268,vaccination experiment,,1,,,
2371,,SDY2279,vaccination experiment,,1,,,
2372,,SDY1472,vaccination experiment,,1,,,
2373,,SDY1466,vaccination experiment,,1,,,
2374,,SDY472,vaccination experiment,,1,,,
2375,,SDY2189,vaccination experiment,,1,,,
2376,,SDY2189,vaccination experiment,,1,,,
2377,,SDY2189,vaccination experiment,,1,,,
2378,,SDY2189,vaccination experiment,,1,,,
2379,,SDY2189,vaccination experiment,,1,,,
2380,,SDY2189,vaccination experiment,,1,,,
2381,,SDY2189,vaccination experiment,,1,,,
2382,,SDY2371,vaccination experiment,,1,,,
2383,,SDY2371,vaccination experiment,,1,,,
2384,,SDY2371,vaccination experiment,,1,,,
2385,,SDY2371,vaccination experiment,,1,,,
2386,,SDY2371,vaccination experiment,,1,,,
2387,,SDY2373,vaccination experiment,,1,,,
2388,,SDY2373,vaccination experiment,,1,,,
2389,,SDY2374,vaccination experiment,,1,,,
2390,,SDY2374,vaccination experiment,,1,,,
2391,,SDY2374,vaccination experiment,,1,,,
2392,,SDY2374,vaccination experiment,,1,,,
2393,,SDY2375,vaccination experiment,,1,,,
2394,,SDY2375,vaccination experiment,,1,,,
2395,,SDY2376,vaccination experiment,,1,,,
2396,,SDY2376,vaccination experiment,,1,,,
2397,,SDY2376,vaccination experiment,,1,,,
2398,,SDY2376,vaccination experiment,,1,,,
2399,,SDY2376,vaccination experiment,,1,,,
2400,,SDY2376,vaccination experiment,,1,,,
2401,,SDY2376,vaccination experiment,,1,,,
2402,,SDY2377,vaccination experiment,,1,,,
2403,,SDY2377,vaccination experiment,,1,,,
2404,,SDY2377,vaccination experiment,,1,,,
2405,,SDY2377,vaccination experiment,,1,,,
2406,,SDY2377,vaccination experiment,,1,,,
2407,,SDY2377,vaccination experiment,,1,,,
2408,,SDY2377,vaccination experiment,,1,,,
2409,,SDY2377,vaccination experiment,,1,,,
2410,,SDY2377,vaccination experiment,,1,,,
2411,,SDY2378,vaccination experiment,,1,,,
2412,,SDY2378,vaccination experiment,,1,,,
2413,,SDY2378,vaccination experiment,,1,,,
2414,,SDY2378,vaccination experiment,,1,,,
2415,,SDY2378,vaccination experiment,,1,,,
2416,,SDY2378,vaccination experiment,,1,,,
2417,,SDY2378,vaccination experiment,,1,,,
2418,,SDY2378,vaccination experiment,,1,,,
2419,,SDY2378,vaccination experiment,,1,,,
2420,,SDY2378,vaccination experiment,,1,,,
2421,,SDY2379,vaccination experiment,,1,,,
2422,,SDY2380,vaccination experiment,,1,,,
2423,,SDY2380,vaccination experiment,,1,,,
2424,,SDY2380,vaccination experiment,,1,,,
2425,,SDY2380,vaccination experiment,,1,,,
2426,,SDY2380,vaccination experiment,,1,,,
2427,,SDY2380,vaccination experiment,,1,,,
2428,,SDY2380,vaccination experiment,,1,,,
2429,,SDY2382,vaccination experiment,,1,,,
2430,,SDY2382,vaccination experiment,,1,,,
2431,,SDY2382,vaccination experiment,,1,,,
2432,,SDY2383,vaccination experiment,,1,,,
2433,,SDY2383,vaccination experiment,,1,,,
2434,,SDY2383,vaccination experiment,,1,,,
2435,,SDY2383,vaccination experiment,,1,,,
2436,,SDY2383,vaccination experiment,,1,,,
2437,,SDY2384,vaccination experiment,,1,,,
2438,,SDY2384,vaccination experiment,,1,,,
2439,,SDY2384,vaccination experiment,,1,,,
2440,,SDY2384,vaccination experiment,,1,,,
2441,,SDY2384,vaccination experiment,,1,,,
2442,,SDY2384,vaccination experiment,,1,,,
2443,,SDY2384,vaccination experiment,,1,,,
2444,,SDY2209,vaccination experiment,,1,,,
2445,,SDY2385,vaccination experiment,,1,,,
2446,,SDY2385,vaccination experiment,,1,,,
2447,,SDY2387,vaccination experiment,,1,,,
2448,,SDY2387,vaccination experiment,,1,,,
2449,,SDY2387,vaccination experiment,,1,,,
2450,,SDY2387,vaccination experiment,,1,,,
2451,,SDY2388,vaccination experiment,,1,,,
2452,,SDY2388,vaccination experiment,,1,,,
2453,,SDY2388,vaccination experiment,,1,,,
2454,,SDY2388,vaccination experiment,,1,,,
2455,,SDY2389,vaccination experiment,,1,,,
2456,,SDY2389,vaccination experiment,,1,,,
2457,,SDY2389,vaccination experiment,,1,,,
2458,,SDY2389,vaccination experiment,,1,,,
2459,,SDY2389,vaccination experiment,,1,,,
2460,,SDY2389,vaccination experiment,,1,,,
2461,,SDY1,vaccination experiment,,1,,,
2462,,SDY22,vaccination experiment,,1,,,
2463,,SDY23,vaccination experiment,,1,,,
2464,,SDY23,vaccination experiment,,1,,,
2465,,SDY2365,vaccination experiment,,1,,,
2466,,SDY2365,vaccination experiment,,1,,,
2467,,SDY2365,vaccination experiment,,1,,,
2468,,SDY2365,vaccination experiment,,1,,,
2469,,SDY2365,vaccination experiment,,1,,,
2470,,SDY2365,vaccination experiment,,1,,,
2471,,SDY2365,vaccination experiment,,1,,,
2472,,SDY2365,vaccination experiment,,1,,,
2473,,SDY2365,vaccination experiment,,1,,,
2474,,SDY2397,vaccination experiment,,1,,,
2475,,SDY2282,vaccination experiment,,1,,,
2476,,SDY2398,vaccination experiment,,1,,,
2477,,SDY2398,vaccination experiment,,1,,,
2478,,SDY2398,vaccination experiment,,1,,,
2479,,SDY2398,vaccination experiment,,1,,,
2480,,SDY2398,vaccination experiment,,1,,,
2481,,SDY2398,vaccination experiment,,1,,,
2482,,SDY2398,vaccination experiment,,1,,,
2483,,SDY2398,vaccination experiment,,1,,,
2484,,SDY2398,vaccination experiment,,1,,,
2485,,SDY2398,vaccination experiment,,1,,,
2486,,SDY2398,vaccination experiment,,1,,,
2487,,SDY2398,vaccination experiment,,1,,,
2488,,SDY2398,vaccination experiment,,1,,,
2489,,SDY2398,vaccination experiment,,1,,,
2490,,SDY2401,vaccination experiment,,1,,,
2491,,SDY2401,vaccination experiment,,1,,,
2492,,SDY2401,vaccination experiment,,1,,,
2493,,SDY2402,vaccination experiment,,1,,,
2494,,SDY2402,vaccination experiment,,1,,,
2495,,SDY2402,vaccination experiment,,1,,,
2496,,SDY2402,vaccination experiment,,1,,,
2497,,SDY2402,vaccination experiment,,1,,,
2498,,SDY2403,vaccination experiment,,1,,,
2499,,SDY2404,vaccination experiment,,1,,,
2500,,SDY2404,vaccination experiment,,1,,,
2501,,SDY2405,vaccination experiment,,1,,,
2502,,SDY2405,vaccination experiment,,1,,,
2503,,SDY2406,vaccination experiment,,1,,,
2504,,SDY2406,vaccination experiment,,1,,,
2505,,SDY2406,vaccination experiment,,1,,,
2506,,SDY2406,vaccination experiment,,1,,,
2507,,SDY2406,vaccination experiment,,1,,,
2508,,SDY2406,vaccination experiment,,1,,,
2509,,SDY2406,vaccination experiment,,1,,,
2510,,SDY2406,vaccination experiment,,1,,,
2511,,SDY2406,vaccination experiment,,1,,,
2512,,SDY2407,vaccination experiment,,1,,,
2513,,SDY2407,vaccination experiment,,1,,,
2514,,SDY2407,vaccination experiment,,1,,,
2515,,SDY2407,vaccination experiment,,1,,,
2516,,SDY2407,vaccination experiment,,1,,,
2517,,SDY2407,vaccination experiment,,1,,,
2518,,SDY2407,vaccination experiment,,1,,,
2519,,SDY2407,vaccination experiment,,1,,,
2520,,SDY2407,vaccination experiment,,1,,,
2521,,SDY2408,vaccination experiment,,1,,,
2522,,SDY2408,vaccination experiment,,1,,,
2523,,SDY2408,vaccination experiment,,1,,,
2524,,SDY2408,vaccination experiment,,1,,,
2525,,SDY2408,vaccination experiment,,1,,,
2526,,SDY2408,vaccination experiment,,1,,,
2527,,SDY2408,vaccination experiment,,1,,,
2528,,SDY2408,vaccination experiment,,1,,,
2529,,SDY2409,vaccination experiment,,1,,,
2530,,SDY2409,vaccination experiment,,1,,,
2531,,SDY2409,vaccination experiment,,1,,,
2532,,SDY2409,vaccination experiment,,1,,,
2533,,SDY22,vaccination experiment,,1,,,
2534,,SDY2409,vaccination experiment,,1,,,
2535,,SDY2411,vaccination experiment,,1,,,
2536,,SDY2411,vaccination experiment,,1,,,
2537,,SDY2411,vaccination experiment,,1,,,
2538,,SDY2411,vaccination experiment,,1,,,
2539,,SDY2397,vaccination experiment,,1,,,
2540,,SDY1471,vaccination experiment,,1,,,
2541,,SDY478,vaccination experiment,,1,,,
2542,,SDY1481,vaccination experiment,,1,,,
2543,,SDY241,vaccination experiment,,1,,,
2544,,SDY1480,vaccination experiment,,1,,,
2545,,SDY1479,vaccination experiment,,1,,,
2546,,SDY2421,vaccination experiment,,1,,,
2547,,SDY2421,vaccination experiment,,1,,,
2548,,SDY2422,vaccination experiment,,1,,,
2549,,SDY2422,vaccination experiment,,1,,,
2550,,SDY2422,vaccination experiment,,1,,,
2551,,SDY2425,vaccination experiment,,1,,,
2552,,SDY2425,vaccination experiment,,1,,,
2553,,SDY2425,vaccination experiment,,1,,,
2554,,SDY2425,vaccination experiment,,1,,,
2555,,SDY2425,vaccination experiment,,1,,,
2556,,SDY2412,vaccination experiment,,1,,,
2557,,SDY2412,vaccination experiment,,1,,,
2558,,SDY2412,vaccination experiment,,1,,,
2559,,SDY2412,vaccination experiment,,1,,,
2560,,SDY2412,vaccination experiment,,1,,,
2561,,SDY2412,vaccination experiment,,1,,,
2562,,SDY2412,vaccination experiment,,1,,,
2563,,SDY2412,vaccination experiment,,1,,,
2564,,SDY2412,vaccination experiment,,1,,,
2565,,SDY2412,vaccination experiment,,1,,,
2566,,SDY2412,vaccination experiment,,1,,,
2567,,SDY2412,vaccination experiment,,1,,,
2568,,SDY2412,vaccination experiment,,1,,,
2569,,SDY2412,vaccination experiment,,1,,,
2570,,SDY2412,vaccination experiment,,1,,,
2571,,SDY2412,vaccination experiment,,1,,,
2572,,SDY2412,vaccination experiment,,1,,,
2573,,SDY2412,vaccination experiment,,1,,,
2574,,SDY2412,vaccination experiment,,1,,,
2575,,SDY2412,vaccination experiment,,1,,,
2576,,SDY2412,vaccination experiment,,1,,,
2577,,SDY2412,vaccination experiment,,1,,,
2578,,SDY2412,vaccination experiment,,1,,,
2579,,SDY2412,vaccination experiment,,1,,,
2580,,SDY2412,vaccination experiment,,1,,,
2581,,SDY2412,vaccination experiment,,1,,,
2582,,SDY2412,vaccination experiment,,1,,,
2583,,SDY2427,vaccination experiment,,1,,,
2584,,SDY2429,vaccination experiment,,1,,,
2585,,SDY2431,vaccination experiment,,1,,,
2586,,SDY2431,vaccination experiment,,1,,,
2587,,SDY2432,vaccination experiment,,1,,,
2588,,SDY2432,vaccination experiment,,1,,,
2589,,SDY2432,vaccination experiment,,1,,,
2590,,SDY2432,vaccination experiment,,1,,,
2591,,SDY2432,vaccination experiment,,1,,,
2592,,SDY2432,vaccination experiment,,1,,,
2593,,SDY2432,vaccination experiment,,1,,,
2594,,SDY2433,vaccination experiment,,1,,,
2595,,SDY2433,vaccination experiment,,1,,,
2596,,SDY2433,vaccination experiment,,1,,,
2597,,SDY2433,vaccination experiment,,1,,,
2598,,SDY2433,vaccination experiment,,1,,,
2599,,SDY2433,vaccination experiment,,1,,,
2600,,SDY2438,vaccination experiment,,1,,,
2601,,SDY2438,vaccination experiment,,1,,,
2602,,SDY2438,vaccination experiment,,1,,,
2603,,SDY2438,vaccination experiment,,1,,,
2604,,SDY2438,vaccination experiment,,1,,,
2605,,SDY2439,vaccination experiment,,1,,,
2606,,SDY2439,vaccination experiment,,1,,,
2607,,SDY2439,vaccination experiment,,1,,,
2608,,SDY2439,vaccination experiment,,1,,,
2609,,SDY2439,vaccination experiment,,1,,,
2610,,SDY2441,vaccination experiment,,1,,,
2611,,SDY2441,vaccination experiment,,1,,,
2612,,SDY2441,vaccination experiment,,1,,,
2613,,SDY2441,vaccination experiment,,1,,,
2614,,SDY2441,vaccination experiment,,1,,,
2615,,SDY2442,vaccination experiment,,1,,,
2616,,SDY2442,vaccination experiment,,1,,,
2617,,SDY2444,vaccination experiment,,1,,,
2618,,SDY2444,vaccination experiment,,1,,,
2619,,SDY2444,vaccination experiment,,1,,,
2620,,SDY2444,vaccination experiment,,1,,,
2621,,SDY2445,vaccination experiment,,1,,,
2622,,SDY2445,vaccination experiment,,1,,,
2623,,SDY2445,vaccination experiment,,1,,,
2624,,SDY2445,vaccination experiment,,1,,,
2625,,SDY2445,vaccination experiment,,1,,,
2626,,SDY2445,vaccination experiment,,1,,,
2627,,SDY2445,vaccination experiment,,1,,,
2628,,SDY2445,vaccination experiment,,1,,,
2629,,SDY2446,vaccination experiment,,1,,,
2630,,SDY2446,vaccination experiment,,1,,,
2631,,SDY2446,vaccination experiment,,1,,,
2632,,SDY2446,vaccination experiment,,1,,,
2633,,SDY2446,vaccination experiment,,1,,,
2634,,SDY2446,vaccination experiment,,1,,,
2635,,SDY2446,vaccination experiment,,1,,,
2636,,SDY2446,vaccination experiment,,1,,,
2637,,SDY2447,vaccination experiment,,1,,,
2638,,SDY2447,vaccination experiment,,1,,,
2639,,SDY2447,vaccination experiment,,1,,,
2640,,SDY2447,vaccination experiment,,1,,,
2641,,SDY2447,vaccination experiment,,1,,,
2642,,SDY2447,vaccination experiment,,1,,,
2643,,SDY2447,vaccination experiment,,1,,,
2644,,SDY2447,vaccination experiment,,1,,,
2645,,SDY2448,vaccination experiment,,1,,,
2646,,SDY2448,vaccination experiment,,1,,,
2647,,SDY2448,vaccination experiment,,1,,,
2648,,SDY2448,vaccination experiment,,1,,,
2649,,SDY2449,vaccination experiment,,1,,,
2650,,SDY2449,vaccination experiment,,1,,,
2651,,SDY2450,vaccination experiment,,1,,,
2652,,SDY2450,vaccination experiment,,1,,,
2653,,SDY2450,vaccination experiment,,1,,,
2654,,SDY2450,vaccination experiment,,1,,,
2655,,SDY2450,vaccination experiment,,1,,,
2656,,SDY2451,vaccination experiment,,1,,,
2657,,SDY2451,vaccination experiment,,1,,,
2658,,SDY2451,vaccination experiment,,1,,,
2659,,SDY2451,vaccination experiment,,1,,,
2660,,SDY2452,vaccination experiment,,1,,,
2661,,SDY2452,vaccination experiment,,1,,,
2662,,SDY2452,vaccination experiment,,1,,,
2663,,SDY2452,vaccination experiment,,1,,,
2664,,SDY2453,vaccination experiment,,1,,,
2665,,SDY2453,vaccination experiment,,1,,,
2666,,SDY2453,vaccination experiment,,1,,,
2667,,SDY2453,vaccination experiment,,1,,,
2668,,SDY2453,vaccination experiment,,1,,,
2669,,SDY2453,vaccination experiment,,1,,,
2670,,SDY2454,vaccination experiment,,1,,,
2671,,SDY2454,vaccination experiment,,1,,,
2672,,SDY2454,vaccination experiment,,1,,,
2673,,SDY2454,vaccination experiment,,1,,,
2674,,SDY2454,vaccination experiment,,1,,,
2675,,SDY2454,vaccination experiment,,1,,,
2676,,SDY1482,vaccination experiment,,1,,,
2677,,SDY1483,vaccination experiment,,1,,,
2678,,SDY1484,vaccination experiment,,1,,,
2679,,SDY1464,vaccination experiment,,1,,,
2680,,SDY2436,vaccination experiment,,1,,,
2681,,SDY2436,vaccination experiment,,1,,,
2682,,SDY2436,vaccination experiment,,1,,,
2683,,SDY2436,vaccination experiment,,1,,,
2684,,SDY2436,vaccination experiment,,1,,,
2685,,SDY2436,vaccination experiment,,1,,,
2686,,SDY2436,vaccination experiment,,1,,,
2687,,SDY406,vaccination experiment,,1,,,
2688,,SDY406,vaccination experiment,,1,,,
2689,,SDY406,vaccination experiment,,1,,,
2690,,SDY406,vaccination experiment,,1,,,
2691,,SDY406,vaccination experiment,,1,,,
2692,,SDY406,vaccination experiment,,1,,,
2693,,SDY406,vaccination experiment,,1,,,
2694,,SDY1472,vaccination experiment,,1,,,
2695,,SDY1484,vaccination experiment,,1,,,
2696,,SDY1481,vaccination experiment,,1,,,
2697,,SDY406,vaccination experiment,,1,,,
2698,,SDY406,vaccination experiment,,1,,,
2699,,SDY1472,vaccination experiment,,1,,,
2700,,SDY2472,vaccination experiment,,1,,,
2701,,SDY2472,vaccination experiment,,1,,,
2702,,SDY2472,vaccination experiment,,1,,,
2703,,SDY2472,vaccination experiment,,1,,,
2704,,SDY2472,vaccination experiment,,1,,,
2705,,SDY2472,vaccination experiment,,1,,,
2706,,SDY2472,vaccination experiment,,1,,,
2707,,SDY2472,vaccination experiment,,1,,,
2708,,SDY2472,vaccination experiment,,1,,,
2709,,SDY2472,vaccination experiment,,1,,,
2710,,SDY2472,vaccination experiment,,1,,,
2711,,SDY2472,vaccination experiment,,1,,,
2712,,SDY2472,vaccination experiment,,1,,,
2713,,SDY2472,vaccination experiment,,1,,,
2714,,SDY2472,vaccination experiment,,1,,,
2715,,SDY2472,vaccination experiment,,1,,,
2716,,SDY2472,vaccination experiment,,1,,,
2717,,SDY2472,vaccination experiment,,1,,,
2718,,SDY2471,vaccination experiment,,1,,,
2719,,SDY2471,vaccination experiment,,1,,,
2720,,SDY2468,vaccination experiment,,1,,,
2721,,SDY2474,vaccination experiment,,1,,,
2722,,SDY2474,vaccination experiment,,1,,,
2723,,SDY2474,vaccination experiment,,1,,,
2724,,SDY2475,vaccination experiment,,1,,,
2725,,SDY2475,vaccination experiment,,1,,,
2726,,SDY2475,vaccination experiment,,1,,,
2727,,SDY2471,vaccination experiment,,1,,,
2728,,SDY2471,vaccination experiment,,1,,,
2729,,SDY2476,vaccination experiment,,1,,,
2730,,SDY2476,vaccination experiment,,1,,,
2731,,SDY2476,vaccination experiment,,1,,,
2732,,SDY2476,vaccination experiment,,1,,,
2733,,SDY2476,vaccination experiment,,1,,,
2734,,SDY2476,vaccination experiment,,1,,,
2735,,SDY2471,vaccination experiment,,1,,,
2736,,SDY2471,vaccination experiment,,1,,,
2737,,SDY2477,vaccination experiment,,1,,,
2738,,SDY2478,vaccination experiment,,1,,,
2739,,SDY2478,vaccination experiment,,1,,,
2740,,SDY2478,vaccination experiment,,1,,,
2741,,SDY2478,vaccination experiment,,1,,,
2742,,SDY2478,vaccination experiment,,1,,,
2743,,SDY2478,vaccination experiment,,1,,,
2744,,SDY2478,vaccination experiment,,1,,,
2745,,SDY2478,vaccination experiment,,1,,,
2746,,SDY2479,vaccination experiment,,1,,,
2747,,SDY2479,vaccination experiment,,1,,,
2748,,SDY2479,vaccination experiment,,1,,,
2749,,SDY2479,vaccination experiment,,1,,,
2750,,SDY2479,vaccination experiment,,1,,,
2751,,SDY2480,vaccination experiment,,1,,,
2752,,SDY2480,vaccination experiment,,1,,,
2753,,SDY2480,vaccination experiment,,1,,,
2754,,SDY2480,vaccination experiment,,1,,,
2755,,SDY2480,vaccination experiment,,1,,,
2756,,SDY2480,vaccination experiment,,1,,,
2757,,SDY2480,vaccination experiment,,1,,,
2758,,SDY2480,vaccination experiment,,1,,,
2759,,SDY2480,vaccination experiment,,1,,,
2760,,SDY2481,vaccination experiment,,1,,,
2761,,SDY2481,vaccination experiment,,1,,,
2762,,SDY2486,vaccination experiment,,1,,,
2763,,SDY2486,vaccination experiment,,1,,,
2764,,SDY2486,vaccination experiment,,1,,,
2765,,SDY2486,vaccination experiment,,1,,,
2766,,SDY2486,vaccination experiment,,1,,,
2767,,SDY2487,vaccination experiment,,1,,,
2768,,SDY2487,vaccination experiment,,1,,,
2769,,SDY2487,vaccination experiment,,1,,,
2770,,SDY2487,vaccination experiment,,1,,,
2771,,SDY2487,vaccination experiment,,1,,,
2772,,SDY2488,vaccination experiment,,1,,,
2773,,SDY2488,vaccination experiment,,1,,,
2774,,SDY2488,vaccination experiment,,1,,,
2775,,SDY2488,vaccination experiment,,1,,,
2776,,SDY2488,vaccination experiment,,1,,,
2777,,SDY2488,vaccination experiment,,1,,,
2778,,SDY2489,vaccination experiment,,1,,,
2779,,SDY2490,vaccination experiment,,1,,,
2780,,SDY2490,vaccination experiment,,1,,,
2781,,SDY2490,vaccination experiment,,1,,,
2782,,SDY2466,vaccination experiment,,1,,,
2783,,SDY2466,vaccination experiment,,1,,,
2784,,SDY1484,vaccination experiment,,1,,,
2785,,SDY1484,vaccination experiment,,1,,,
2786,,SDY1484,vaccination experiment,,1,,,
2787,,SDY2497,vaccination experiment,,1,,,
2788,,SDY1484,vaccination experiment,,1,,,
2789,,SDY1484,vaccination experiment,,1,,,
2790,,SDY1484,vaccination experiment,,1,,,
2791,,SDY2497,vaccination experiment,,1,,,
2792,,SDY2497,vaccination experiment,,1,,,
2793,,SDY2497,vaccination experiment,,1,,,
2794,,SDY1484,vaccination experiment,,1,,,
2795,,SDY406,vaccination experiment,,1,,,
2796,,SDY2310,vaccination experiment,,1,,,
2797,,SDY2310,vaccination experiment,,1,,,
2798,,SDY2310,vaccination experiment,,1,,,
2799,,SDY2310,vaccination experiment,,1,,,
2800,,SDY2310,vaccination experiment,,1,,,
2801,,SDY2310,vaccination experiment,,1,,,
2802,,SDY2310,vaccination experiment,,1,,,
2803,,SDY2310,vaccination experiment,,1,,,
2804,,SDY2310,vaccination experiment,,1,,,
2805,,SDY1484,vaccination experiment,,1,,,
2806,,SDY2497,vaccination experiment,,1,,,
2807,,SDY2516,vaccination experiment,,1,,,
2808,,SDY2516,vaccination experiment,,1,,,
2809,,SDY2516,vaccination experiment,,1,,,
2810,,SDY2516,vaccination experiment,,1,,,
2811,,SDY2516,vaccination experiment,,1,,,
2812,,SDY2516,vaccination experiment,,1,,,
2813,,SDY2516,vaccination experiment,,1,,,
2814,,SDY2516,vaccination experiment,,1,,,
2815,,SDY2516,vaccination experiment,,1,,,
2816,,SDY2516,vaccination experiment,,1,,,
2817,,SDY2517,vaccination experiment,,1,,,
2818,,SDY2518,vaccination experiment,,1,,,
2819,,SDY2518,vaccination experiment,,1,,,
2820,,SDY2518,vaccination experiment,,1,,,
2821,,SDY2520,vaccination experiment,,1,,,
2822,,SDY2521,vaccination experiment,,1,,,
2823,,SDY2521,vaccination experiment,,1,,,
2824,,SDY2521,vaccination experiment,,1,,,
2825,,SDY2522,vaccination experiment,,1,,,
2826,,SDY2522,vaccination experiment,,1,,,
2827,,SDY2522,vaccination experiment,,1,,,
2828,,SDY2522,vaccination experiment,,1,,,
2829,,SDY2522,vaccination experiment,,1,,,
2830,,SDY2522,vaccination experiment,,1,,,
2831,,SDY2523,vaccination experiment,,1,,,
2832,,SDY2523,vaccination experiment,,1,,,
2833,,SDY2523,vaccination experiment,,1,,,
2834,,SDY2525,vaccination experiment,,1,,,
2835,,SDY2525,vaccination experiment,,1,,,
2836,,SDY2526,vaccination experiment,,1,,,
2837,,SDY2526,vaccination experiment,,1,,,
2838,,SDY2526,vaccination experiment,,1,,,
2839,,SDY2526,vaccination experiment,,1,,,
2840,,SDY2526,vaccination experiment,,1,,,
2841,,SDY2526,vaccination experiment,,1,,,
2842,,SDY2526,vaccination experiment,,1,,,
2843,,SDY2527,vaccination experiment,,1,,,
2844,,SDY2483,vaccination experiment,,1,,,
2845,,SDY2483,vaccination experiment,,1,,,
2846,,SDY2483,vaccination experiment,,1,,,
2847,,SDY2483,vaccination experiment,,1,,,
2848,,SDY2524,vaccination experiment,,1,,,
2849,,SDY2524,vaccination experiment,,1,,,
2850,,SDY2524,vaccination experiment,,1,,,
2851,,SDY2524,vaccination experiment,,1,,,
2852,,SDY2524,vaccination experiment,,1,,,
2853,,SDY2529,vaccination experiment,,1,,,
2854,,SDY2402,vaccination experiment,,1,,,
2855,,SDY2530,vaccination experiment,,1,,,
2856,,SDY2531,vaccination experiment,,1,,,
2857,,SDY2531,vaccination experiment,,1,,,
2858,,SDY2531,vaccination experiment,,1,,,
2859,,SDY2531,vaccination experiment,,1,,,
2860,,SDY2531,vaccination experiment,,1,,,
2861,,SDY2531,vaccination experiment,,1,,,
2862,,SDY2531,vaccination experiment,,1,,,
2863,,SDY2531,vaccination experiment,,1,,,
2864,,SDY2531,vaccination experiment,,1,,,
2865,,SDY2531,vaccination experiment,,1,,,
2866,,SDY2531,vaccination experiment,,1,,,
2867,,SDY2531,vaccination experiment,,1,,,
2868,,SDY2531,vaccination experiment,,1,,,
2869,,SDY2531,vaccination experiment,,1,,,
2870,,SDY2531,vaccination experiment,,1,,,
2871,,SDY2531,vaccination experiment,,1,,,
2872,,SDY2531,vaccination experiment,,1,,,
2873,,SDY2531,vaccination experiment,,1,,,
2874,,SDY2531,vaccination experiment,,1,,,
2875,,SDY2500,vaccination experiment,,1,,,
2876,,SDY2532,vaccination experiment,,1,,,
2877,,SDY2532,vaccination experiment,,1,,,
2878,,SDY2532,vaccination experiment,,1,,,
2879,,SDY2543,vaccination experiment,,1,,,
2880,,SDY2543,vaccination experiment,,1,,,
2881,,SDY2543,vaccination experiment,,1,,,
2882,,SDY2543,vaccination experiment,,1,,,
2883,,SDY2543,vaccination experiment,,1,,,
2884,,SDY2543,vaccination experiment,,1,,,
2885,,SDY2544,vaccination experiment,,1,,,
2886,,SDY2544,vaccination experiment,,1,,,
2887,,SDY2544,vaccination experiment,,1,,,
2888,,SDY2544,vaccination experiment,,1,,,
2889,,SDY2544,vaccination experiment,,1,,,
2890,,SDY2544,vaccination experiment,,1,,,
2891,,SDY2545,vaccination experiment,,1,,,
