,study_id,study_type,study_type_id,study_name,reference_id,reference_source,comments,description,study_description
656,7033,,,,SDY2475,,,Neutralizing Monoclonal Antibodies That Target the Spike Receptor,B04 is an antibody with an ultrapotent neutralizing activity against SARS-CoV-2
657,7033,,,,SDY2476,,,An inactivated NDV-HXP-S COVID-19 vaccine elicits a higher proportion of neutralizing antibodies in humans than mRNA vaccination,Carreno et al. collected human serum samples for the NDV-HXP-S vaccine clinical trial (phase 1) and performed secondary analysis to determine antibody characteristics according to each cohort.
658,6661,,,,SDY2477,,,"Neutralization against BA.2.75.2, BQ.1.1, and XBB from mRNA Bivalent Booster","To determine the neutralization efficiency of the booster vaccines against wild-type (WA1/2020) virus and primary isolates of omicron subvariants BA.1, BA.5, BA.2.75.2, BQ.1.1, and XBB."
659,6661,,,,SDY2478,,,Cross-reactive humoral and CD4+ T cell responses to Mu and Gamma SARS-CoV-2 variants in a Colombian population,"To evaluate SARS-CoV-2-specific antibody and the CD4+ T cell response to SARS-CoV-2 Wuhan, Gamma, Mu, and Delta viral variants, as well as the impact of disease severity and the history of SARS-CoV-2 exposure on such responses."
660,6661,,,,SDY2479,,,SARS-CoV-2 D614G variant exhibits efficient replication ex vivo and transmission in vivo,"To evaluate the effect of the D614G substitution on viral replication, pathogenesis, and transmissibility in SARS-CoV-2 infection models."
661,6661,,,,SDY2480,,,Characterization of SARS-CoV-2 Spike mutations important for infection of mice and escape from human immune sera,To develop and characterize SARS-CoV-2 mutations ability for infection of mice and compare its neutralization efficiency to human convalescent and post vaccination sera.
662,6661,,,,SDY2481,,,Rapid Detection and Characterization of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Omicron Variant in a Returning Traveler,"To develop a flexible and multimodal approach in the detection and characterization of emerging SARS-CoV-2 variants, which will inform ongoing and future public health surveillance."
663,6661,,,,SDY2482,,,Estimated preventable COVID-19-associated deaths due to non-vaccination in the United States,"To estimate the number COVID-19-associated deaths that might have been averted between May 30, 2021, and September 3, 2022, if unvaccinated persons had been vaccinated with at least a primary series."
664,7037,,,,SDY2483,,,Mycobacterium tuberculosis-specific antibodies detect progression to active tuberculosis in South African adolescents,"This study follows two separate cohorts of South African Adolescents (ACS and GC6), whom both have serum extracted from them at multiple different visits. That serum is then run on multiple systems serologies assays: Antibody Dependent Functional Profiling (ADNP: Antibody Dependent Neutrophil Phagocytosis, and ADCP: Antibody Dependent Cellular Phagocytosis), along with a Titer Assay for many different Antigens/Lectins (IgA1, IgA2, IgG, IgG1, IgG2, IgG3, IgG4, IgM, RCA, and SNA) and FC Receptor Binding assay on different receptors (R2A, R2B, R3A, R3B)."
665,7037,,,,SDY2484,,,Humoral correlates of protection against Mycobacterium tuberculosis following intravenous Bacille Calmette-Guerin vaccination in rhesus macaques,"This study follows a group of NHPs who are given the BCG Danish Strain 1331 and then later Challenged with Mtb Erdman Strain. There are many different timepoints where Blood and BAL is extracted. These tissue samples are then run on multiple systems serology assays: Antibody Dependent Functional Profiling Assays (ADNKA: Antibody Dependent NK Cell Activation, ADNP: Antibody Dependent Neutrophil Phagocytosis), Titer Assays for many different Antigens (IgG1, IgG2, IgG3, IgG4, IgA, IgM) and FC Receptor Binding Assay on different receptors (R2A, R2B, R3A, R3B, C1Q)."
666,2883,,,,SDY2485,,,T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination SLVP015 2015,"Systems biology approach to examine effects of seasonal flu vaccination in adults of different ages on gene expression, cytokine stimulation and serum cytokines with parameters such as immune senescence to uncover new markers and mechanisms behind failure of immune function in many older people."
667,6661,,,,SDY2486,,,Sex Disparities and Neutralizing-Antibody Durability to SARS-CoV-2 Infection in Convalescent Individuals,"To characterize the binding and longevity of serum antibodies to SARS-CoV-2 antigens, to measure the level and durability of SARS-CoV-2-neutralizing antibodies and to further define demographic and clinical correlates of the magnitude and durability of both binding and functional antibody responses to SARS-CoV-2."
668,6661,,,,SDY2487,,,New-onset IgG autoantibodies in hospitalized patients with COVID-19,"To develop three protein arrays to measure IgG autoantibodies associated with connective tissue diseases, anti-cytokine antibodies, and anti-viral antibody responses in serum from 147 hospitalized COVID-19 patients"
669,6661,,,,SDY2488,,,Discrete SARS-CoV-2 antibody titers track with functional humoral stability,To define the relationship between titers and functional antibody activity to SARS-CoV-2 over time
670,6661,,,,SDY2489,,,"Utility of Newborn Dried Blood Spots to Ascertain Seroprevalence of SARS-CoV-2 Antibodies Among Individuals Giving Birth in New York State, November 2019 to November 2021","To examine SARS-CoV-2 antibody prevalence in pregnant individuals in New York State, identify associations between SARS-CoV-2 antibody status and maternal and infant characteristics, and detect COVID-19 vaccination among this population."
671,6661,,,,SDY2490,,,An ACE2-dependent Sarbecovirus in Russian bats is resistant to SARS-CoV-2 vaccines,To study how well the spike proteins from SARS-CoV-2 and Khosta-2 bat viruses infect human cells under different conditions.
672,7033,,,,SDY2491,,,SARS-CoV-2 serosurvey across multiple waves of the COVID-19 pandemic in New York City between 2020-2023,"Here, the authors describe results of a cross-sectional hospital-based study of anti-spike seroprevalence in New York City (NYC) from February 2020 to July 2022, and a follow-up period from August 2023 to October 2023."
673,7237,,,,SDY2492,,,CRITICAL,"Cockroach allergen has been established as one of the leading causative agents for morbidity in inner-city children with asthma. A major goal of the NIAID-funded Inner-City Asthma Consortium (ICAC) is to conduct a large multi-center efficacy trial of cockroach immunotherapy in inner-city asthma. We intend in this study to test the effects of cockroach subcutaneous immunotherapy (SCIT) on asthma control, as well as safety and immunologic biomarkers, in a pediatric population. This study is a randomized, double-blind, placebo-controlled, multicenter trial of non-standardized glycerinated German cockroach (Blattella germanica) allergenic extract or placebo treatment administered by subcutaneous injection."
674,2883,,,,SDY2497,,,Effects of Aging on Primary and Secondary Vaccine Responses in a 15-Year Longitudinal Cohort,"Age-associated changes in human adaptive immune responses to vaccination and infection have begun to be clear, particularly in the context of recurrent antigen exposures such as influenza vaccination.� Both young and elderly individuals are also able to form new primary immune responses in response to novel antigens, but the extent and underlying reasons for impaired primary responses in older subjects are not well understood. The purpose of this study is to use an existing, unique clinical cohort: the longitudinal Stanford-Ellison cohort of younger (18-40 years) and elderly (65 and older) subjects whose yearly influenza vaccine responses have been studied extensively since 2007, to gain molecular and cellular mechanistic insights into the impaired vaccine responses in the elderly"
675,598,,,,SDY25,,,Genotyping and gene function in healthy volunteers,"Functionally important genetic variants (certain naturally occurring SNPs) in a set of candidate genes that are known to be relevant for immune response to protein antigens, are expected to be associated with AbPA response and B-cell physiology."
676,7278,,,,SDY2500,,,DTU_SRH_001: Virus specific CD8 T cells in 10 healthy donors and 2 hepatitis donors,"This study served to verify up to 6 MHC-I-tetramer specificities for each of 12 donors (10 healthy blood donors and 2 hepatitis doors). Virus-derived epitopes were derived from CMV, EBV, VZV, HAdV-C, B19, HIV-1 and VACV along with one MART-1 tumor specifity. Each file is named according to the specific donor, epitope sequence and HLA-restriction used. Each tetramer-specificity was encoded as a combination of 1-2 fluorochromes; a list of combinations is present as a metadata file along with information of percieved reactivity to cognate peptide stimulation in a previous assay (see Pagh Kristensen et al 2023 BioRvix, https://doi.org/10.1101/2023.11.06.565606). This study also performed downsampling and computational analysis of virus-specific populations compared to bulk CD8 T cells from each donor. Maximum 5000 cells were exported from each population including bulk CD8 T cells and used as input for FlowSOM clustering and umap dimentionality reduction, 8 clusters were chosen to represent different phenptypic groups within the dataset."
677,7033,,,,SDY2509,,,A chimeric haemagglutinin-based universal influenza virus vaccine boosts human cellular immune responses directed towards the conserved haemagglutinin stalk domain and the viral nucleoprotein.,"The authors sought to determine whether the vaccines utilized in the observer-blind, randomized placebo-controlled phase I trial (NCT03300050) could, in addition to elicit durable HA stalk specific antibodies, boost T-cell responses against HA stalk, and nucleoprotein (NP)."
678,7258,,,,SDY2510,,,Pediatric Research Immune Network on SARS-CoV-2 and MIS-C (PRISM),"This is a prospective, multicenter, observational cohort study to assess short and long-term clinical outcomes and immune responses after SARS-CoV-2 infection and/or MIS-C in children (defined as individuals who have not yet reached their 21st birthday). Subjects will be identified through active recruitment measures within hospitals and through ambulatory and laboratory-based databases of SARS-CoV-2 positive children."
679,6661,,,,SDY2511,,,Application of machine learning models to identify serological predictors of COVID-19 severity and outcomes,To characterize the association between COVID-19 antibody titers with recovery or death from COVID-19.
680,6661,,,,SDY2516,,,A next-generation intranasal trivalent MMS vaccine induces durable and broad protection against SARS-CoV-2 variants of concern,"To develop a mucosal SARS-CoV-2 vaccine that can induce broad, durable protection, by expressing the six-proline-stabilized prefusion spikes from three diverse SARS-CoV-2 strains in the MeV, MuV-JL1, and MuV-JL2 vaccine strains from MMR."
681,6661,,,,SDY2517,,,Geographically skewed recruitment and COVID-19 seroprevalence estimates: a cross-sectional serosurveillance study and mathematical modelling analysis,To understand and quantify how geographically skewed recruitment influences SARS-CoV-2 seroprevalence estimates obtained via convenience sampling.
682,6661,,,,SDY2518,,,Differences in SARS-CoV-2 Vaccine Response Dynamics Between Class-I- and Class-II-Specific T-Cell Receptors in Inflammatory Bowel Disease,To examine differences in SARS-CoV-2 Vaccine Response Dynamics Between Class-I- and Class-II-Specific T-Cell Receptors of immuno-compromised inflammatory bowel disease (IBD) patients.
683,6661,,,,SDY2519,,,Temporal variations in the severity of COVID-19 illness by race and ethnicity,To understand temporal trends in racial and ethnic variation in severity of COVID-19 illness presenting over time across the United States of America.
684,6661,,,,SDY2520,,,Neutralization escape by SARS-CoV-2 Omicron subvariant BA.2.86,"To evaluate the effect of a bivalent mRNA boost, and neutralization escape of SARS-CoV-2 Omicron subvariant BA.2.86, compared with other currently circulating Omicron variants."
685,6661,,,,SDY2521,,,Ethnoracial Disparities in SARS-CoV-2 Seroprevalence in a Large Cohort of Individuals in Central North Carolina from April to December 2020,To quantify the degree of asymmetric SARS-CoV-2 exposure by ethnoracial grouping in the United States
686,6661,,,,SDY2522,,,"Chronic inflammation, neutrophil activity, and autoreactivity splits long COVID",To identify biological signatures of post-acute sequelae of COVID-19 (PASC) with potential diagnostic and therapeutic potential.
687,6661,,,,SDY2523,,,Coronavirus-Specific Antibody Cross Reactivity in Rhesus Macaques Following SARS-CoV-2 Vaccination and Infection,To assess the extent to which SARS-CoV-2 vaccination or Infection induces serum responses that cross-react with other coronaviruses in rhesus macaques.
688,6661,,,,SDY2524,,,"Enhanced evasion of neutralizing antibody response by Omicron XBB.1.5, CH.1.1, and CA.3.1 variants","To investigate neutralization resistance of XBB.1.5, CH.1.1, and CA.3.1 variants after stimulation by three doses of mRNA vaccine or BA.4/5 wave infection."
689,6661,,,,SDY2525,,,Enhanced IgG immune response to COVID-19 vaccination in patients with sickle cell disease,To investigate the extent to which the immunocompromised state in sickle cell disease affects antibody responses after COVID-19 vaccination.
690,6661,,,,SDY2526,,,"Host range, transmissibility and antigenicity of a pangolin coronavirus","To evaluate the pathogenic and cross-species transmission potential of SARS-CoV-2- related coronavirus, pangolin coronavirus (PgCoV)."
691,6661,,,,SDY2527,,,Signatures of AAV-2 immunity are enriched in children with severe acute hepatitis of unknown etiology,To identify whether there were differences in the antibody responses of cases of AHUE compared with controls with the goal of identifying a viral cause for acute hepatitis of unknown etiology (AHUE).
692,7033,,,,SDY2529,,,Antibody Response to Omicron BA.4-BA.5 Bivalent Booster,"Here, the authors assess the effect of the new bivalent vaccines on the neutralizing-antibody response."
693,7033,,,,SDY2530,,,Antigenic Landscape Analysis of Individuals Vaccinated with a Universal Influenza Virus Vaccine Candidate Reveals Induction of Cross-Subtype Immunity,"Here, serum samples from a phase I clinical trial (CVIA057, NCT03300050) were analyzed using an influenza virus protein microarray"
694,7033,,,,SDY2531,,,Engineered Influenza Virus Virions Reveal the Contributions of Non-hemagglutinin Structural Proteins to Vaccine-Mediated Protection,"The development of improved and universal anti-influenza vaccines would represent a major advance in the protection of human health. In order to facilitate the development of such vaccines, understanding how viral proteins can contribute to protection from disease is critical. Much of the previous work to address these questions relied on reductionist systems (i.e., vaccination with individual proteins or virus- like particles [VLPs] that contain only a few viral proteins); thus, we have an incomplete understanding of how immunity to different subsets of viral proteins contributes to protection. Here, we report the development of a platform in which a single viral protein can be deleted from an authentic viral particle that retains the remaining full complement of structural proteins and viral RNA. As a first study with this system, we chose to delete the major influenza A virus (IAV) antigen, the hemagglutinin (HA) protein, to evaluate how the other components of the viral particle contribute en masse to protection from influenza disease. Our results show that while anti-HA immunity plays a major role in protection from challenge with a vaccine-matched strain, the contributions from other structural proteins were the major drivers of protection against highly antigenically drifted, homosubtypic strains. This work highlights the importance of evaluating the inclusion of non-HA viral proteins in the development of broadly efficacious and long-lasting influenza vaccines."
695,7033,,,,SDY2532,,,Germinal centre-driven maturation of B cell response to SARS-CoV-2 vaccination,"The maturation dynamics of GC B cells and propagation of their progeny throughout the B cell diaspora have not been elucidated, therefore, here we show that anti-SARS-CoV-2 spike (S)-binding GC B cells were detectable in draining lymph nodes in those that were vaccinated against SARS-CoV-2."
696,7285,,,,SDY2533,,,The TLR2/TLR6 ligand FSL-1 mitigates radiation-induced hematopoietic injury in mice and nonhuman primates,"Health monitoring, clinical chemistry of peripheral blood, bone marrow pathology, and transcriptional biomarker data for mice and non-human primates exposed to radiation over time, with or without FSL-1 treatment."
697,7284,,,,SDY2534,,,Human TFH responses to malaria specific antigen using a Kenyan cross sectional study,"The goal of this study was to highlight the profile of the circulating T follicular helper (TFH) cells in children and adults living in high Plasmodium falciparum (Pf) transmission area and the responses of these specific T cells to in vitro stimulation by two Pf malaria specific antigens PfSEA-1A and PfGARP which are also investigated as vaccine candidates. Having a better understanding on how TFH cells reacts to vaccine candidates can help in down-selecting them. For this study, we used spectral flow cytometry and unbiased clustering analysis to identify the different type of TFH cells as well as assessing their specific cytokines and transcription factors profile responses to the two vaccine candidates PfSEA-1A and PfGARP. WE also used multiplex-bead based immunoassay to assess the Pf malaria serology of each participants. We found that in children, all the types of cTFH produced cytokines and transcription factors after stimulation whereas the specific response was mainly focus on the cTFH17 and cTFH1/17 in adults. Knowing that cTFH17 are associated with the maintenance of antibody memory responses, these results suggest that PfSEA-1A and PfGARP might trigger a better antibody response in adults compared to children. Moreover, we found that PfGARP induced significantly more of Bcl6 within cTFH cells, Bcl6 being an essential transcription factor for the cTFH function of helping B cell development and antibody production suggesting that it might be a better candidates than PfSEA-1A."
698,7033,,,,SDY2537,,,Transcriptional signatures associated with induction of protective influenza stalk specific antibody and bone marrow plasma cells by mRNA vaccine in macaques,The authors utilized sequential immunization with mRNA vaccines expressing chimeric hemagglutinin (cHA) antigens to induce stalk specific humoral immunity in non-human primates (NHPs) with preexisting influenza virus immunity.
699,7037,,,,SDY2540,,,Multi-modal data integration using Markov Field graphical networks predicts B cell depletion and immune responses associated with protective intravenous BCG (IV-BCG) vaccination against tuberculosis in macaques,"Multi-modal datasets provide rich information that can help identify critical multi-scale interactions underlying biological systems. However, identifying associations between features and outputs can be beset by spurious connections due to indirect impacts propagating through an unmapped biological network. We applied a probabilistic graphical modeling approach, Markov Fields, to dissect correlations between immune features in a public multi-modal dataset (systems serology, cytokines, cytometry) of macaques undergoing intravenous BCG vaccination against tuberculosis. This yielded an interaction network that interprets network paths underlying vaccine efficacy, and shows how correlations between features often arise indirectly. We next conducted experimental depletion of B cells during vaccination in macaques—which did not reduce protection against tuberculosis—to validate our Markov Field model’s predictions of network-wide shifts post-depletion. Finally, we highlight immune changes predicted to strongly affect intravenous BCG vaccine efficacy, showing that probabilistic graphical models increase the interpretability of multi-modal datasets for identifying new disease targets."
700,7037,,,,SDY2541,,,FC-Engineering-EI,"ABSTRACT Novel vaccination and therapeutic strategies are urgently needed to mitigate the tuberculosis (TB) epidemic. While extensive efforts have focused on potentiating cell-mediated immunity to control Mycobacterium tuberculosis (Mtb) infection, less effort has been invested in exploiting the humoral immune system to combat Mtb. Emerging data point to a role for antibodies in microbial control of Mtb, however the precise mechanism(s) of this control remain incompletely understood. Here we took an antibody Fc-engineering approach to determine whether Fc-modifications could improve the ability of antibodies to restrict Mtb, and to define Fc-mediated mechanism(s) antibodies leverage for this restriction. Using an antibody specific to the capsular polysaccharide α-glucan, we engineered a panel of Fc variants to augment or dampen select antibody effector functions, rationally building antibodies with enhanced capacity to promote Mtb restriction in a human whole blood model of infection. Surprisingly, several restrictive Fc-engineered antibodies drove Mtb control in a neutrophil, not monocyte, dependent manner. Using single cell RNA sequencing, we show that an Fc-engineered antibody with restrictive activity promotes neutrophil survival and expression of cell intrinsic antimicrobial programs. These data provide a roadmap for exploiting Fc-engineered antibodies as a novel class of TB therapeutics able to harness the protective functions of neutrophils to achieve disease control."
701,6661,,,,SDY2543,,,The tumor suppressor kinase DAPK3 drives tumor-intrinsic immunity through the STING-IFN-β pathway,"To perform loss-of-function screening of 1,001 tumor suppressor genes, to identify previously unrecognized drivers of anti-tumor immunity through the STING–IFN-β pathway."
702,6661,,,,SDY2544,,,Low-dose Ad26.COV2.S protection against SARS-CoV-2 challenge in rhesus macaques,"To assess the immunogenicity and protective efficacy of a titration of Ad26.COV2.S dose levels to evaluate immune correlates of protection, define the role of reduced vaccine doses in protecting different anatomic respiratory compartments, and assess the possibility of VAERD."
703,6661,,,,SDY2545,,,Humoral and cellular immune memory to four COVID-19 vaccines,"To examine SARS-CoV-2-spike-specific immune responses to Moderna mRNA-1273, Pfizer/BioNTech BNT162b2, Janssen Ad26.COV2.S, and Novavax NVX-CoV2373 over 6 months."
704,6661,,,,SDY2546,,,COVID-19 vaccine booster dose needed to achieve Omicron-specific neutralisation in nursing home residents,To examine the effect of boosting with BNT162b2 mRNA vaccine on humoral immunity and Omicron-specific neutralising activity among NH residents and healthcare workers (HCWs).
705,6661,,,,SDY2547,,,Use of Outpatient-Derived COVID-19 Convalescent Plasma in COVID-19 Patients Before Seroconversion,To identify factors correlating to high antibody titers in convalescent plasma donors and understand the magnitude and pharmacokinetic time course of both transfused antibody titers and the endogenous antibody titers in transfused recipients.
706,6661,,,,SDY2548,,,Direct comparison of antibody responses to four SARS-CoV-2 vaccines in Mongolia,To examine antibody responses in Mongolian participants fully vaccinated with one of four COVID-19 vaccines.
707,6661,,,,SDY2549,,,Human B Cell Clonal Expansion and Convergent Antibody Responses to SARS-CoV-2,To investigate if COVID-19 patients with shared subsets of antibody sequences to SARS-CoV-2 antigens are a resource of potential protective or therapeutic antibodies.
708,6661,,,,SDY2550,,,Differential T-Cell Reactivity to Endemic Coronaviruses and SARS-CoV-2 in Community and Health Care Workers,To study the differences in T-cell immune response and preexisting immunity to the common cold coronaviruses and SARS-CoV-2 in community and in health care workers (HCW).
709,6661,,,,SDY2551,,,Evaluation of a COVID-19 convalescent plasma program at a U.S. academic medical center,"To evaluate the reach, effectiveness, adoption, implementation, and Maintenance (RE-AIM) framework of a local CCP program at a large U.S. academic medical center, the University of North Carolina Medical Center"
710,7033,,,,SDY2552,,,"Prevalent, protective, and convergent IgG recognition of SARS-CoV-2 non-RBD spike epitopes","The molecular composition and binding epitopes of the immunoglobulin G (IgG) antibodies that circulate in blood plasma after severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection are unknown. Proteomic deconvolution of the IgG repertoire to the spike glycoprotein in convalescent subjects revealed that the response is directed predominantly (greater than 80 percent) against epitopes residing outside the receptor binding domain (RBD). In one subject, just four IgG lineages accounted for 93.5 percent of the response, including an amino (N)-terminal domain (NTD)-directed antibody that was protective against lethal viral challenge. Genetic, structural, and functional characterization of a multidonor class of public antibodies revealed an NTD epitope that is recurrently mutated among emerging SARS-CoV-2 variants of concern. These data show that public NTD-directed and other non-RBD plasma antibodies are prevalent and have implications for SARS-CoV-2 protection and antibody escape."
711,6661,,,,SDY2553,,,Pregnancy alters interleukin-1 beta expression and antiviral antibody responses during severe acute respiratory syndrome coronavirus 2 infection,To assess the impact of SARS-CoV-2 infection during pregnancy on inflammatory and humoral responses in maternal and fetal samples and compare antibody responses among pregnant and nonpregnant women.
712,6661,,,,SDY2554,,,A third dose of SARS-CoV-2 vaccine increases neutralizing antibodies against variants of concern in solid organ transplant recipients,To assess whether a third dose of SARS-CoV-2 vaccine in solid organ transplant recipients (SOTRs) would improve the SARS-CoV-2-specific neutralizing response against more transmissible variants of concern (VOCs).
713,6661,,,,SDY2555,,,Circulating Spike Protein Detected in Post-COVID-19 mRNA Vaccine Myocarditis,To understand the immunopathological mechanisms driving postvaccine myocarditis in adolescents or young adults
714,6661,,,,SDY2556,,,Longitudinal characterization of circulating neutrophils uncovers phenotypes associated with severity in hospitalized COVID-19 patients.,To explore the relationship between neutrophil states and disease severity by identifying granulocytic myeloid-derived suppressor cell-like signatures and plasma IgA1-to-IgG1 ratios.
715,6661,,,,SDY2557,,,Targeting spike glycans to inhibit SARS-CoV2 viral entry,To demonstrate the effectiveness of Burkholderia oklahomensis agglutinin (BOA) in the inhibition of SARS- CoV-2 viral entry.
716,6661,,,,SDY2558,,,Omicron spike function and neutralizing activity elicited by a comprehensive panel of vaccines,"To assess spike mutation impact on ACE2 binding, fusogenicity, and neutralizing activity elicited by infection or seven clinical vaccines relative to the ancestral virus."
717,6661,,,,SDY2559,,,Vaccines elicit highly conserved cellular immunity to SARS-CoV-2 Omicron,To evaluate the cross-reactivity of vaccine-elicited cellular immune responses against the SARS-CoV-2 Omicron variant.
718,1885,,,,SDY256,,,Cooperation between DCs and basophils in TH2 response to papain,"To investigate the contribution of dendritic cells and basophils to TH2 differentiation, induction with OVA and papain was used to investigate signalling in both in vivo and in vitro systems."
719,6661,,,,SDY2561,,,Longitudinal nucleocapsid antibody testing reveals undocumented SARS-CoV-2 infections in patients with lung cancer,To evaluate the extent of SARS-CoV-2 breakthrough infections in lung cancer patients by nucleocapsid antibody testing.
720,6661,,,,SDY2562,,,SARS-CoV-2 IgG Spike antibody levels and avidity in natural infection or following vaccination with mRNA-1273 or BNT162b2 vaccines,To evaluate and compare avidity following natural infection or mRNA vaccination of healthy individuals
721,6661,,,,SDY2563,,,SARS-CoV-2 RNAemia in a Healthy Blood Donor 40 Days After Respiratory Illness Resolution,"To report the case of a volunteer blood donor, healthy on the day of donation, who had detectable SARS-CoV-2 RNA levels in their blood at least 40 days after resolution of coronavirus disease 2019 (COVID-19)–like symptoms."
722,7033,,,,SDY2564,,,SARS-CoV-2 Spike-Binding Antibody Longevity and Protection from Reinfection with Antigenically Similar SARS-CoV-2 Variants.,The PARIS (Protection Associated with Rapid Immunity to SARS-CoV-2) cohort follows health care workers with and without documented coronavirus disease 2019 (COVID-19) since April 2020. We report our findings regarding severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike-binding antibody stability and protection from infection in the pre-variant era. We analyzed data from 400 health care workers (150 seropositive and 250 seronegative at enrollment) for a median of 84 days.
723,6661,,,,SDY2565,,,Evidence for retained spike-binding and neutralizing activity against emerging SARS-CoV-2 variants in serum of COVID-19 mRNA vaccine recipients,To evaluate the neutralization and binding activities of sera collected from COVID-19 mRNA vaccine recipients against current SARS-CoV-2 Variants of Concern/Interest.
724,6661,,,,SDY2566,,,Evolution of enhanced innate immune evasion by SARS-CoV-2,To examine if isolates of the Alpha (B.1.1.7) variant suppress innate immune responses in airway epithelial cells more effectively than first-wave isolates.
725,7033,,,,SDY2574,,,Dissecting Functional Antibody Activity Against Influenza Virus,"Use of Y98F point-mutated recombinant HA proteins, which lack sialic acid binding activity, in the context of the HAI assay as a means to absorb out certain HA-directed antibody populations"
726,7033,,,,SDY2575,,,Neutralizing Antibodies Against Influenza B Viruses from Both Lineages,"To develop more effective influenza B virus vaccines, three novel IBV hemagglutinin (HA) vaccines were designed using a computationally optimized broadly reactive antigen (COBRA) methodology."
727,6661,,,,SDY2576,,,Directed evolution of and structural insights into antibody-mediated disruption of a stable receptor-ligand complex,"To investigate and engineer the weak disruptive activity of an existing therapeutic antibody, omalizumab, which targets IgE antibodies to block the allergic response."
728,6661,,,,SDY2577,,,IgG-like bispecific antibodies with potent and synergistic neutralization against circulating SARS-CoV-2 variants of concern,To investigate the evidence for therapeutic efficacy of the bispecific antibodies scFv-Fc Ab 2-7/Ab 12 which serves as a foundation for the future development of broadly reactive bispecific antibodies against emerging variants of concern.
729,7033,,,,SDY2578,,,Influenza H3 hemagglutinin vaccine with scrambled immunodominant epitopes elicits antibodies directed toward immunosubdominant head epitopes.,"Here, the authors designed an H3 HA vaccine antigen with various amino acids at immunodominant epitopes of the HA head domain, termed scrambled HA (scrHA)."
730,7033,,,,SDY2579,,,"An immunostimulatory glycolipid that blocks SARS-CoV-2, RSV, and influenza infections in vivo",This study reports on a glycolipid termed 7DW8-5 that exploits the host innate immune system to enable rapid control of viral infections in vivo.
731,1885,,,,SDY258,,,Dendritic cells and TH2 differentiation in vivo,TH2 cell differentiation was investigated by measuring IL-4 output after OVA plus papain challenge in normal and dendritic-cell depleted mice. The role of migrating dermal dendritic cells in OVA plus papain challenge by blocking migration and depleting dendritic cell subtypes.
732,7033,,,,SDY2580,,,Polymer delivery of Influenza Vaccine,Using polymers to deliver broadly reactive influenza subunit vaccines
733,7033,,,,SDY2581,,,Host Predictors of Broadly Cross-Reactive Antibodies Against Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Variants of Concern Differ Between Infection and Vaccination,"Following severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection or vaccination there is significant variability between individuals in protective antibody levels against SARS-CoV-2, and within individuals against different virus variants. However, host demographic or clinical characteristics that predict variability in cross-reactive antibody levels are not well-described. These data could inform clinicians, researchers, and policymakers on the populations most likely to require vaccine booster in an institutional review board approved prospective observational cohort study of staff at St. Jude Childrens Research Hospital, we identified participants with plasma samples collected after SARS-CoV-2 infection, after mRNA vaccination, and after vaccination following infection, and quantitated immunoglobulin G (IgG) levels by enzyme-linked immunosorbent assay to the spike receptor binding domain (RBD) from 5 important SARS-CoV-2 variants (Wuhan Hu-1, B.1.1.7, B.1.351, P.1, and B.1.617.2). We used regression models to identify factors that contributed to cross-reactive IgG against 1 or multiple viral variants. Following infection, a minority of the cohort generated cross-reactive antibodies, IgG antibodies that bound all tested variants. Those who did had increased disease severity, poor metabolic health, and were of a particular ancestry. Vaccination increased the levels of cross-reactive IgG levels in all populations, including immunocompromised, elderly, and persons with poor metabolic health. Younger people with a healthy weight mounted the highest responses.Our findings provide important new information on individual antibody responses to infection/vaccination that could inform clinicians on populations that may require follow-on immunization."
734,4009,,,,SDY2582,,,Large-scale proteomics in the first trimester of pregnancy predict psychopathology and temperament in preschool children,"This study investigates how prenatal inflammation might affect childhood psychopathology by analyzing over 1,000 proteins in first-trimester blood samples using XGBoost machine learning model. Results show these proteins predict 5-10% of variance in early childhood behaviors like sadness and attention issues, highlighting immune and nervous system development as key factors. The findings suggest that a broader range of proteins than previously considered could influence future mental health outcomes in children."
735,7319,,,,SDY2583,,,Blood Immunotypes,Comprehensive peripheral blood immunoprofiling reveals five immunotypes with immunotherapy response characteristics in cancer patients
736,6058,,,,SDY2584,,,Systems Biology to Identify Biomarkers of Neonatal Vaccine Immunogenicity - Papua New Guinea (PNG) Validation cohort,"Infection is the most common cause of death in early life, especially for newborns and can be reduced by immunization but insufficient knowledge of how vaccines protect the very young limits their optimal use. To gain insight into how vaccines induce protection of the most vulnerable, our project employs two novel approaches studying newborn responses to hepatitis B vaccine (HBV): (a) systems biology that uses technologies which comprehensively measure global changes in molecules such as transcriptomics (RNA) and proteomics (proteins), as well as cell composition of the blood and (b) use of human newborn blood components, collected prior to immunization, to model vaccine responses in vitro (outside the body). Characterizing vaccine-induced molecular patterns (signatures) that correspond to vaccine-mediated protection will accelerate development and optimization of vaccines against early life infections of major global health importance."
